timestamp,elapsed_s,cycle,phase,actuator_state,trajectory_return,voltage,avg_temperature,position_gripper_joint,velocity_gripper_joint,force_gripper_joint,temperature_gripper_joint,error_gripper_joint,fingertip_gripper_join_left_x,fingertip_gripper_join_left_y,fingertip_gripper_join_left_z,fingertip_gripper_join_right_x,fingertip_gripper_join_right_y,fingertip_gripper_join_right_z
2026-07-30T15:11:43.990,0.141,0,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,42,5,16,3.52,42,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:44.499,0.656,0,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,27,47,3.28,44,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:44.995,1.156,0,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,33,0,102.7,44,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:45.493,1.641,0,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,33,0,99.13,44,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:46.116,2.266,0,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,33,0,52.27,44,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:46.630,2.781,0,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,20,-46,-3.24,44,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:47.130,3.281,0,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,3,0,-0.86,44,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:47.629,3.781,0,open,ACTUATOR_ACTIVE,TRAJECTORY_COMPLETE,24.0,44,4,0,0.41,44,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:48.234,4.391,1,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,5,14,2.24,45,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:48.727,4.875,1,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,26,46,3.73,45,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:49.237,5.391,1,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,33,3,103.87,45,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:49.731,5.891,1,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,33,0,101.19,45,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:50.341,6.5,1,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,33,-1,56.53,45,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:50.835,6.985,1,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,20,-47,-2.71,45,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:51.349,7.5,1,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,3,0,-0.95,45,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:51.845,8.0,1,open,ACTUATOR_ACTIVE,TRAJECTORY_COMPLETE,24.0,45,4,0,0.46,45,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:52.460,8.61,2,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,5,19,3.32,47,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:52.952,9.11,2,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,27,48,2.92,47,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:53.448,9.61,2,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,33,4,85.37,47,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:53.944,10.094,2,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,33,0,100.16,47,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:54.569,10.719,2,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,33,0,57.6,47,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:55.066,11.219,2,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,21,-46,-1.2,47,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:55.564,11.719,2,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,3,0,-1.87,47,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:56.063,12.219,2,open,ACTUATOR_ACTIVE,TRAJECTORY_COMPLETE,24.0,46,4,0,0.21,46,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:56.674,12.828,3,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,46,5,19,6.45,46,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-30T15:11:57.172,13.328,3,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,46,26,50,3.93,46,0,0.0,0.0,0.0,0.0,0.0,0.0
