timestamp,elapsed_s,cycle,phase,actuator_state,trajectory_return,voltage,avg_temperature,position_gripper_joint,velocity_gripper_joint,force_gripper_joint,temperature_gripper_joint,error_gripper_joint,fingertip_gripper_join_left_x,fingertip_gripper_join_left_y,fingertip_gripper_join_left_z,fingertip_gripper_join_right_x,fingertip_gripper_join_right_y,fingertip_gripper_join_right_z
2026-07-28T17:38:58.925,0.141,0,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,9,15,4.19,45,0,0.0,0.0,0.0,0.26,0.04,0.44
2026-07-28T17:38:59.919,1.141,0,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,41,33,0,33.9,41,0,0.0,0.0,0.0,1.64,0.39,2.66
2026-07-28T17:39:01.027,2.25,0,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,41,32,-16,6.91,41,0,0.0,0.0,0.0,0.77,0.27,4.0
2026-07-28T17:39:02.025,3.234,0,open,ACTUATOR_ACTIVE,TRAJECTORY_COMPLETE,24.0,41,9,0,0.61,41,0,0.0,0.0,0.0,0.48,-0.05,0.61
2026-07-28T17:39:03.149,4.359,1,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,41,10,17,3.28,41,0,0.0,0.0,0.0,0.43,-0.06,0.59
2026-07-28T17:39:04.162,5.375,1,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,46,34,0,79.31,46,0,0.0,0.0,0.0,1.69,1.13,-0.58
2026-07-28T17:39:05.268,6.484,1,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,46,34,-2,33.94,46,0,0.0,0.0,0.0,1.78,1.05,-0.34
2026-07-28T17:39:06.265,7.484,1,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,46,8,10,3.25,46,0,0.0,0.0,0.0,0.7,0.07,0.52
2026-07-28T17:39:07.367,8.578,2,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,46,10,16,3.07,46,0,0.0,0.0,0.0,0.52,-0.02,0.58
2026-07-28T17:39:08.372,9.594,2,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,34,0,80.56,44,0,0.0,0.0,0.0,1.62,1.19,-0.84
2026-07-28T17:39:09.479,10.687,2,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,34,-1,34.95,44,0,0.0,0.0,0.0,1.75,1.08,-0.47
2026-07-28T17:39:10.490,11.703,2,open,ACTUATOR_ACTIVE,TRAJECTORY_COMPLETE,24.0,44,9,0,-0.66,44,0,0.0,0.0,0.0,0.8,0.13,0.51
2026-07-28T17:39:11.598,12.812,3,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,10,19,3.19,44,0,0.0,0.0,0.0,0.61,0.04,0.53
2026-07-28T17:39:12.595,13.812,3,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,48,34,0,75.35,48,0,0.0,0.0,0.0,1.66,1.11,-0.82
2026-07-28T17:39:13.704,14.922,3,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,48,34,0,32.7,48,0,0.0,0.0,0.0,1.84,0.96,-0.34
2026-07-28T17:39:14.699,15.922,3,open,ACTUATOR_ACTIVE,TRAJECTORY_COMPLETE,24.0,48,10,-11,-1.78,48,0,0.0,0.0,0.0,0.88,0.17,0.52
