timestamp,elapsed_s,cycle,phase,actuator_state,trajectory_return,voltage,avg_temperature,position_gripper_joint,velocity_gripper_joint,force_gripper_joint,temperature_gripper_joint,error_gripper_joint,fingertip_gripper_join_left_x,fingertip_gripper_join_left_y,fingertip_gripper_join_left_z,fingertip_gripper_join_right_x,fingertip_gripper_join_right_y,fingertip_gripper_join_right_z
2026-07-29T13:39:28.203,0.141,0,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,10,13,4.59,45,0,0.0,0.0,0.0,0.27,0.18,0.38
2026-07-29T13:39:29.192,1.125,0,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,45,32,0,31.52,45,0,0.0,0.0,0.0,1.44,1.02,4.72
2026-07-29T13:39:30.309,2.234,0,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,49,32,-15,7.28,49,0,0.0,0.0,0.0,1.1,0.75,3.57
2026-07-29T13:39:31.316,3.25,0,open,ACTUATOR_ACTIVE,TRAJECTORY_COMPLETE,24.0,49,10,0,-0.06,49,0,0.0,0.0,0.0,0.3,0.15,0.52
2026-07-29T13:39:32.426,4.359,1,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,49,10,17,3.72,49,0,0.0,0.0,0.0,0.28,0.16,0.46
2026-07-29T13:39:33.426,5.359,1,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,49,33,0,84.18,49,0,0.0,0.0,0.0,2.26,0.85,2.48
2026-07-29T13:39:34.531,6.453,1,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,33,-3,40.48,44,0,0.0,0.0,0.0,2.34,0.86,2.57
2026-07-29T13:39:35.545,7.469,1,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,9,12,2.78,44,0,0.0,0.0,0.0,0.34,0.18,0.47
2026-07-29T13:39:36.651,8.578,2,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,44,10,17,5.07,44,0,0.0,0.0,0.0,0.29,0.17,0.4
2026-07-29T13:39:37.663,9.594,2,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,49,33,0,86.77,49,0,0.0,0.0,0.0,2.25,0.86,2.48
2026-07-29T13:39:38.770,10.703,2,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,49,33,0,34.78,49,0,0.0,0.0,0.0,2.39,0.81,3.26
2026-07-29T13:39:39.769,11.703,2,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,49,8,11,3.43,49,0,0.0,0.0,0.0,0.33,0.18,0.46
2026-07-29T13:39:40.870,12.797,3,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,49,10,16,4.36,49,0,0.0,0.0,0.0,0.3,0.17,0.38
2026-07-29T13:39:41.882,13.813,3,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,33,0,78.48,47,0,0.0,0.0,0.0,2.23,0.92,2.1
2026-07-29T13:39:42.986,14.922,3,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,33,-2,36.86,47,0,0.0,0.0,0.0,2.39,0.84,2.91
2026-07-29T13:39:43.982,15.906,3,open,ACTUATOR_ACTIVE,TRAJECTORY_COMPLETE,24.0,47,9,1,-0.78,47,0,0.0,0.0,0.0,0.36,0.25,0.5
2026-07-29T13:39:45.099,17.031,4,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,10,19,3.4,47,0,0.0,0.0,0.0,0.32,0.24,0.42
2026-07-29T13:39:46.097,18.031,4,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,33,0,82.22,47,0,0.0,0.0,0.0,2.23,0.94,2.15
2026-07-29T13:39:47.206,19.141,4,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,33,-2,38.14,47,0,0.0,0.0,0.0,2.37,0.88,2.85
2026-07-29T13:39:48.200,20.125,4,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,8,10,2.66,47,0,0.0,0.0,0.0,0.37,0.27,0.51
2026-07-29T13:39:49.322,21.25,5,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,47,10,17,5.18,47,0,0.0,0.0,0.0,0.32,0.26,0.43
2026-07-29T13:39:50.320,22.25,5,close,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,52,33,0,80.77,52,0,0.0,0.0,0.0,2.21,0.95,2.05
2026-07-29T13:39:51.430,23.359,5,open,ACTUATOR_ACTIVE,TRAJECTORY_RUNNING,24.0,52,33,-2,34.05,52,0,0.0,0.0,0.0,2.38,0.88,2.88
